norad_id,object_id_hash,name,international_designator,epoch,mean_motion_rev_per_day,eccentricity,inclination_deg,ra_of_asc_node_deg,arg_of_pericenter_deg,mean_anomaly_deg,ephemeris_type,classification_type_from_celestrak,source_match_method,operator,users,purpose,detailed_purpose,country_operator,country_registry,orbit_class_from_ucs,orbit_type_from_ucs,launch_date_from_ucs,sensitivity_label,confidence,classification_reason,display_policy,important_note
23802,af1f8b89b61e,POLAR,1996-013A,2026-05-02T14:14:53.831904,1.29845867,0.64247827,79.8087,227.5815,210.6433,87.0975,0,U,loose_name,US Coast Guard,Military,Communications,,USA,USA,LEO,Sun-Synchronous,2018-12-03 00:00:00,defense_sensitive,0.9,Public metadata indicates military/defense/intelligence-related use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""high"", ""display_name"": ""restricted_object_af1f8b89b61e"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": false, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
23839,3799069b79cb,INMARSAT 3-F1,1996-020A,2026-05-03T04:28:44.209920,0.9999263,0.00037871,10.5101,47.0433,341.8601,210.7842,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_3799069b79cb"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
23893,115ad007382f,USA 119,1996-029A,2026-05-03T16:34:31.093824,13.46139708,0.0848935,63.3202,308.539,48.511,318.5688,0,U,norad_id,National Reconnaissance Office (NRO),Military,Communications,,USA,USA,Elliptical,Molniya,1996-05-12 00:00:00,defense_sensitive,0.9,Public metadata indicates military/defense/intelligence-related use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""high"", ""display_name"": ""restricted_object_115ad007382f"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": false, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
24278,2f00882f8195,JAS-2 (FO-29),1996-046B,2026-05-03T13:54:37.952352,13.5327226,0.0349297,98.5289,338.5492,212.057,145.8894,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_2f00882f8195"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
24307,a70a6e7a3689,INMARSAT 3-F2,1996-053A,2026-05-03T13:43:04.931040,0.99997278,0.0006647,9.7586,54.3855,351.0356,214.4804,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_a70a6e7a3689"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
24674,103f4209320e,INMARSAT 3-F3,1996-070A,2026-05-03T18:12:50.440896,0.99975761,0.0004424,10.2245,50.0718,330.6061,204.0346,0,U,norad_id,"INMARSAT, Ltd.",Commercial,Communications,,United Kingdom,NR,GEO,,1996-12-18 00:00:00,commercial_sensitive,0.72,Public metadata indicates commercially sensitive sensing/communications/navigation use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""INMARSAT 3-F3"", ""show_exact_orbit"": false, ""show_operator"": true, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""name"", ""operator"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
24876,04baba365b99,NAVSTAR 43 (USA 132),1997-035A,2026-05-03T19:52:13.509696,2.0056395,0.0100242,55.9718,100.3085,56.2713,304.6515,0,U,norad_id,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,USA,USA,MEO,Non-Polar Inclined,1997-07-23 00:00:00,defense_sensitive,0.9,Public metadata indicates military/defense/intelligence-related use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""high"", ""display_name"": ""restricted_object_04baba365b99"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": false, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
24920,c6c1031888b0,FORTE,1997-047A,2026-05-03T16:23:58.530048,14.27925981,0.0023155,69.9512,114.5417,332.1633,27.8248,0,U,norad_id,Los Alamos National Laboratory,Government,Earth Observation,Radar Imaging,USA,USA,LEO,Polar,1997-08-29 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_c6c1031888b0"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
24936,c02a82ca69d5,AMC-3,1997-050A,2026-05-03T19:46:11.972352,1.00271994,0.000326,8.0387,64.5855,335.9248,45.7638,0,U,norad_id,Global Eagle Entertainment,Commercial,Communications,,USA,USA,GEO,,1997-09-04 00:00:00,commercial_sensitive,0.72,Public metadata indicates commercially sensitive sensing/communications/navigation use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""AMC-3"", ""show_exact_orbit"": false, ""show_operator"": true, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""name"", ""operator"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25019,3219a86c1356,USA 134,1997-065A,2026-05-03T07:30:15.160608,1.00276141,0.0005718,12.7323,22.0585,330.8202,228.6629,0,U,norad_id,US Air Force,Military,Communications,,USA,USA,GEO,,1997-10-24 00:00:00,defense_sensitive,0.9,Public metadata indicates military/defense/intelligence-related use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""high"", ""display_name"": ""restricted_object_3219a86c1356"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": false, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25118,0236d972fb42,ORBCOMM FM06,1997-084G,2026-05-03T20:27:38.894400,14.47452313,7.88e-05,45.0138,266.1227,164.0752,356.0255,0,U,norad_id,ORBCOMM Inc.,Commercial,Communications,,USA,USA,LEO,Non-Polar Inclined,1997-12-23 00:00:00,commercial_sensitive,0.72,Public metadata indicates commercially sensitive sensing/communications/navigation use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""ORBCOMM FM06"", ""show_exact_orbit"": false, ""show_operator"": true, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""name"", ""operator"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25153,cdf10d26f2f3,INMARSAT 3-F5,1998-006B,2026-05-03T04:50:38.581152,1.00270083,0.00052206,9.595,53.6992,350.9652,195.0946,0,U,norad_id,"INMARSAT, Ltd.",Commercial,Communications,,United Kingdom,NR,GEO,,1998-02-04 00:00:00,commercial_sensitive,0.72,Public metadata indicates commercially sensitive sensing/communications/navigation use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""INMARSAT 3-F5"", ""show_exact_orbit"": false, ""show_operator"": true, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""name"", ""operator"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25159,3882ee746990,ORBCOMM FM04,1998-007C,2026-05-03T17:34:10.877376,14.35651733,0.0039562,107.9621,77.9353,42.2865,318.1315,0,U,norad_id,ORBCOMM Inc.,Commercial,Communications,,USA,USA,LEO,Polar,1998-02-10 00:00:00,commercial_sensitive,0.72,Public metadata indicates commercially sensitive sensing/communications/navigation use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""ORBCOMM FM04"", ""show_exact_orbit"": false, ""show_operator"": true, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""name"", ""operator"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25160,0bda8c011c9b,CELESTIS-02 & TAURUS R/B,1998-007D,2026-05-03T19:46:35.690880,14.22471366,0.0062992,108.0069,242.751,210.1904,302.7271,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_0bda8c011c9b"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25397,479f55225d93,TECHSAT 1B (GO-32),1998-043D,2026-05-03T12:43:28.530048,14.24419514,0.0001475,99.0063,115.1658,31.244,328.8825,0,U,loose_name,Harris Corporation,Commercial,Communications,,USA,NR,LEO,Sun-Synchronous,2018-11-29 00:00:00,commercial_sensitive,0.72,Public metadata indicates commercially sensitive sensing/communications/navigation use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""TECHSAT 1B (GO-32)"", ""show_exact_orbit"": false, ""show_operator"": true, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""name"", ""operator"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25398,918e4127197e,WESTPAC,1998-043E,2026-05-03T16:34:17.534208,14.23050824,0.0001386,99.0121,108.6903,24.0632,336.0609,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_918e4127197e"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25415,044c6af8302b,ORBCOMM FM19,1998-046C,2026-05-03T16:25:21.588096,14.3940741,0.0001972,44.9932,95.0825,45.8774,123.7561,0,U,norad_id,ORBCOMM Inc.,Commercial,Communications,,USA,USA,LEO,Non-Polar Inclined,1998-08-02 00:00:00,commercial_sensitive,0.72,Public metadata indicates commercially sensitive sensing/communications/navigation use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""ORBCOMM FM19"", ""show_exact_orbit"": false, ""show_operator"": true, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""name"", ""operator"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25416,357c1ff5d22a,ORBCOMM FM20,1998-046D,2026-05-03T08:13:05.239200,14.37998207,0.00015844,44.9932,104.1392,302.9586,57.1109,0,U,norad_id,ORBCOMM Inc.,Commercial,Communications,,USA,USA,LEO,Non-Polar Inclined,1998-08-02 00:00:00,commercial_sensitive,0.72,Public metadata indicates commercially sensitive sensing/communications/navigation use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""ORBCOMM FM20"", ""show_exact_orbit"": false, ""show_operator"": true, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""name"", ""operator"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25481,1a89fd10a8e7,ORBCOMM FM27,1998-053G,2026-05-03T13:12:01.646784,14.3905564,0.0001815,45.0042,187.3502,253.3984,106.6666,0,U,norad_id,ORBCOMM Inc.,Commercial,Communications,,USA,USA,LEO,Non-Polar Inclined,1998-09-23 00:00:00,commercial_sensitive,0.72,Public metadata indicates commercially sensitive sensing/communications/navigation use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""ORBCOMM FM27"", ""show_exact_orbit"": false, ""show_operator"": true, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""name"", ""operator"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25504,a0334804250b,SCD 2,1998-060A,2026-05-03T07:25:34.352832,14.45509,0.0016768,24.9969,348.9165,9.5843,152.0681,0,U,norad_id,Instituto Nacional de Pesquisas Espaciais (INPE),Government,Earth Observation,Meteorology/Earth Science,Brazil,NR,LEO,Non-Polar Inclined,1998-10-23 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_a0334804250b"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25544,e407b12cf676,ISS (ZARYA),1998-067A,2026-05-03T19:30:13.348800,15.4908112,0.0007297,51.6305,159.7493,20.0235,340.1038,0,U,norad_id,National Aeronautics and Space Administration (NASA)/Multinational,Government,Space Science,,Multinational,USA,LEO,Non-Polar Inclined,1998-11-20 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_e407b12cf676"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25560,142655ff1042,SWAS,1998-071A,2026-05-03T21:09:12.708576,15.09318568,0.000779,69.8971,341.7493,301.7447,58.2957,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_142655ff1042"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25575,878fb28d4348,ISS (UNITY),1998-069F,2026-05-03T19:30:13.348800,15.4908112,0.0007297,51.6305,159.7493,20.0235,340.1038,0,U,loose_name,Norwegian Coastal Admnistration,Government,Communications,Automatic Identification System (AIS),Norway,Norway,LEO,Sun-Synchronous,2010-07-12 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_878fb28d4348"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25757,7a14ddb131dc,DLR-TUBSAT,1999-029B,2026-05-03T20:36:58.351680,14.52415093,0.0015159,98.6692,117.9072,122.5452,237.7209,0,U,norad_id,Deutsches Zentrum für Luft- und Raumfahrt,Government,Earth Science,,Germany,NR,LEO,Sun-Synchronous,1999-05-26 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_7a14ddb131dc"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25867,91b9f0314218,CXO,1999-040B,2026-05-07T01:29:20.496192,0.3779804,0.7903282,55.4991,117.8655,310.485,359.8743,0,U,norad_id,National Aeronautics and Space Administration (NASA) Goddard Space Flight Center,Government,Space Science,,USA,USA,Elliptical,Deep Highly Eccentric,1999-07-23 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_91b9f0314218"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25924,131e2e4d0ac7,ABS-6,1999-053A,2026-05-03T16:27:38.755872,1.00271162,0.0003296,0.0422,94.1072,332.5292,200.8837,0,U,norad_id,Asia Broadcast Satellite Ltd.,Commercial,Communications,,Multinational,NR,GEO,,1999-09-26 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_131e2e4d0ac7"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25933,8782b7e8dc1e,NAVSTAR 46 (USA 145),1999-055A,2026-05-03T16:32:21.994944,2.00564693,0.0106537,51.505,297.4142,173.5953,18.2306,0,U,norad_id,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,USA,USA,MEO,Non-Polar Inclined,1999-10-07 00:00:00,defense_sensitive,0.9,Public metadata indicates military/defense/intelligence-related use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""high"", ""display_name"": ""restricted_object_8782b7e8dc1e"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": false, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25967,b40b439949e8,UFO 10 (USA 146),1999-063A,2026-05-01T01:16:02.261280,1.00271697,0.000331,9.8528,27.4558,339.9791,207.8203,0,U,norad_id,US Navy,Military,Communications,,USA,USA,GEO,,1999-11-24 00:00:00,defense_sensitive,0.9,Public metadata indicates military/defense/intelligence-related use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""high"", ""display_name"": ""restricted_object_b40b439949e8"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": false, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25982,06d2a556e673,ORBCOMM FM32,1999-065C,2026-05-03T17:30:59.629248,14.37068137,0.0004923,45.0171,23.6613,200.7474,159.3175,0,U,norad_id,ORBCOMM Inc.,Commercial,Communications,,USA,USA,LEO,Non-Polar Inclined,1999-12-04 00:00:00,commercial_sensitive,0.72,Public metadata indicates commercially sensitive sensing/communications/navigation use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""ORBCOMM FM32"", ""show_exact_orbit"": false, ""show_operator"": true, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""name"", ""operator"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25989,b43889130844,XMM-NEWTON,1999-066A,2026-05-05T11:11:07.984896,0.50129944,0.46872629,64.7084,283.5315,65.6551,0.162,0,U,norad_id,European Space Operations Centre (ESOC),Government,Space Science,,ESA,ESA,Elliptical,Deep Highly Eccentric,1999-12-10 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_b43889130844"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
25994,891bf5e04b37,TERRA,1999-068A,2026-05-03T20:25:05.128320,14.61067418,0.0002769,97.9491,175.1474,39.9542,47.1234,0,U,norad_id,Earth Sciences Enterprise (NASA),Government,Earth Observation,Earth Science,USA/Canada/Japan,USA,LEO,Sun-Synchronous,1999-12-18 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_891bf5e04b37"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
26107,6fa379bbadaf,ASIASTAR,2000-016A,2026-05-03T18:30:35.109216,1.00271567,0.000534,9.0286,58.6236,350.6232,195.0872,0,U,norad_id,1Worldspace,Commercial,Communications,,USA,USA,GEO,,2000-03-21 00:00:00,commercial_sensitive,0.72,Public metadata indicates commercially sensitive sensing/communications/navigation use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""ASIASTAR"", ""show_exact_orbit"": false, ""show_operator"": true, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""name"", ""operator"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
26113,0145a95ec522,IMAGE,2000-017A,2026-05-02T00:40:52.622976,1.68666045,0.7466481,94.1934,314.7583,293.0574,7.9616,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_0145a95ec522"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
26356,ccbafbf65c49,USA 149 (DSP 20),2000-024A,2026-05-03T11:43:13.998144,1.00280013,0.0001513,13.1381,12.17,6.983,212.8731,0,U,norad_id,US Air Force,Military,Earth Observation,Infrared Imaging,USA,USA,GEO,,2000-05-18 00:00:00,defense_sensitive,0.9,Public metadata indicates military/defense/intelligence-related use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""high"", ""display_name"": ""restricted_object_ccbafbf65c49"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": false, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
26388,bd9b9ee98759,TDRS 8,2000-034A,2026-05-03T17:35:33.836928,1.00275654,0.0006015,12.6154,31.6964,347.9159,190.6752,0,U,norad_id,National Aeronautics and Space Administration (NASA),Government,Communications,,USA,USA,GEO,,2000-06-30 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_bd9b9ee98759"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
26400,c446992acd21,ISS (ZVEZDA),2000-037A,2026-05-03T19:30:13.348800,15.4908112,0.0007297,51.6305,159.7493,20.0235,340.1038,0,U,loose_name,Norwegian Coastal Admnistration,Government,Communications,Automatic Identification System (AIS),Norway,Norway,LEO,Sun-Synchronous,2010-07-12 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_c446992acd21"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
26407,c7ba424ea5c6,NAVSTAR 48 (USA 151),2000-040A,2026-05-03T10:23:09.676032,2.00557391,0.01215271,54.8596,216.9397,302.3503,67.3502,0,U,norad_id,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,USA,USA,MEO,Non-Polar Inclined,2000-07-16 00:00:00,defense_sensitive,0.9,Public metadata indicates military/defense/intelligence-related use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""high"", ""display_name"": ""restricted_object_c7ba424ea5c6"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": false, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
26410,24e0ad82a1f8,CLUSTER II-FM7 (SAMBA),2000-041A,2026-05-05T17:53:51.308736,0.4485891,0.90000629,149.7335,43.3752,260.0677,0.6327,0,U,norad_id,European Space Agency (ESA) (and 250 international scientific investigators),Government,Space Science,,ESA,ESA,Elliptical,Deep Highly Eccentric,2000-07-16 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_24e0ad82a1f8"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
